瘤痢,斥档,力厚,力厚,力厚,力厚,力厚,力厚,力厚,力厚,轨,轨,轨,轨,轨,轨,轨,轨,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,俺备府,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,唱厚,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,辆崔货,概拳,概拳,概拳,概拳,概拳,概拳,俺唱府,俺唱府,俺唱府,俺唱府,俺唱府,俺唱府,柳崔贰,柳崔贰,柳崔贰,柳崔贰,柳崔贰,柳崔贰,孩唱公,孩唱公,孩唱公,孩唱公,孩唱公,孩唱公,汗件酒,汗件酒,汗件酒,汗件酒,汗件酒,汗件酒,硅唱公,硅唱公,硅唱公,硅唱公,硅唱公,硅唱公
合冕玫,2020,2020-05-03,14老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2020-05-10,17老, , , , , , ,2020-03-28,1老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2020-03-05,-23老,2020-03-24,-18老,2020-03-28, ,2020-03-21,-6老,2020-03-26,-9老,2020-03-30, ,2020-03-23,-7老,2020-03-26,-12老,2020-04-01, ,2020-03-30,-3老,2020-04-01,-10老,2020-04-05,-7老,2020-04-02,-3老,2020-04-08,-9老,2020-04-14, ,2020-04-03,-5老,2020-04-13,-6老,2020-04-16, 
合冕玫,2021,2021-05-19,30老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2021-04-19,-4老, , , , , , ,2021-03-15,-12老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2021-03-05,-23老,2021-03-21,-21老,2021-03-31, ,2021-03-19,-8老,2021-03-26,-9老,2021-03-27, ,2021-03-21,-9老,2021-03-31,-7老,2021-04-05, ,2021-03-26,-7老,2021-04-01,-10老,2021-04-05,-7老,2021-04-02,-3老,2021-04-10,-7老,2021-04-13, ,2021-04-02,-6老,2021-04-09,-10老,2021-04-13, 
合冕玫,2022,2022-05-23,34老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2022-05-09,16老, , , , , , ,2022-04-03,7老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2022-03-14,-14老,2022-04-04,-7老,2022-04-09, ,2022-03-28,1老,2022-04-03,-1老,2022-04-07, ,2022-03-28,-2老,2022-04-04,-3老,2022-04-09, ,2022-04-01,-1老,2022-04-11,0老,2022-04-12,0老,2022-04-12,7老,2022-04-14,-3老,2022-04-19, ,2022-04-12,4老,2022-04-16,-3老,2022-04-19, 
合冕玫,2023,2023-07-01,73老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2023-04-12,-11老, , , , , , ,2023-03-21,-6老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2023-03-11,-17老,2023-03-22,-20老,2023-03-27, ,2023-03-21,-6老,2023-03-27,-8老,2023-03-29, ,2023-03-27,-3老,2023-04-01,-6老,2023-04-03, ,2023-03-27,-6老,2023-04-01,-10老,2023-04-03,-9老,2023-04-01,-4老,2023-04-03,-14老,2023-04-08, ,2023-04-01,-7老,2023-04-09,-10老,2023-04-10, 
合冕玫,2024,2024-05-22,33老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2024-04-16,-7老, , , , , , ,2024-03-27,0老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2024-03-13,-15老,2024-03-20,-22老,2024-03-28, ,2024-03-20,-7老,2024-04-02,-2老,2024-04-03, ,2024-03-25,-5老,2024-03-28,-10老,2024-04-03, ,2024-03-25,-8老,2024-04-03,-8老,2024-04-08,-4老,2024-04-02,-3老,2024-04-10,-7老,2024-04-12, ,2024-04-02,-6老,2024-04-13,-6老,2024-04-14, 
加檬,2004,2004-04-29,3老,2004-10-07,-4老, , , , , , , , , , , , ,2004-04-16,-3老, , , , , , ,2004-03-27,-16老, , , , , , , , , , ,2004-04-14,-1老, , ,2004-03-09,-7老,2004-03-20,-7老, , ,2004-03-16,-5老,2004-03-29,-3老,2004-04-07, ,2004-03-17,-4老,2004-03-28,-4老,2004-04-08, ,2004-03-21,-6老,2004-04-01,-7老,2004-04-08, ,2004-03-24,-7老,2004-04-03,-10老,2004-04-11, ,2004-03-25,-6老,2004-04-06,-9老, , 
加檬,2005,2005-04-24,-2老,2005-10-11,0老, , , , , , , , , , , , ,2005-04-16,-3老, , , , , , ,2005-04-02,-10老, , , , , , ,2005-04-18, , , ,2005-04-07,-8老, , ,2005-03-15,-1老,2005-03-27,0老, , ,2005-03-20,-1老,2005-04-04,3老, , ,2005-03-21,0老,2005-04-05,4老, , ,2005-03-25,-2老,2005-04-11,3老, , ,2005-03-26,-5老,2005-04-13,0老, , ,2005-03-27,-4老,2005-04-12,-3老, , 
加檬,2006,2006-04-20,-6老, , , , , , , , , , , , , , ,2006-04-21,2老, , , , , , ,2006-04-15,3老, , , , , , ,2006-04-15, , , , , , , ,2006-03-18,2老,2006-03-24,-3老, , ,2006-03-15,-6老,2006-03-21,-11老, , ,2006-03-17,-4老,2006-03-26,-6老, , ,2006-03-25,-2老,2006-04-07,-1老, , ,2006-03-26,-5老,2006-04-14,1老, , ,2006-03-26,-5老,2006-04-16,1老, , 
加檬,2007,2007-04-29,3老,2007-10-06,-5老, , , , ,2007-04-25,-17老, , , , , , ,2007-04-24,5老, , , , , , ,2007-04-14,2老, , , , , , , , , , ,2007-04-14,-1老, , ,2007-02-26,-18老,2007-03-12,-15老, , ,2007-02-28,-21老,2007-03-25,-7老, , ,2007-03-02,-19老,2007-03-26,-6老, , ,2007-03-06,-21老,2007-04-02,-6老, , ,2007-03-12,-19老,2007-03-30,-14老, , ,2007-03-13,-18老,2007-04-05,-10老, , 
加檬,2008,2008-04-26,0老,2008-10-22,11老, , , , ,包螟 救凳,—, , , , , , ,2008-04-21,2老, , , , , , ,2008-04-20,8老, , , , , , , , , , ,2008-04-15,0老, , ,2008-03-13,-3老,2008-03-20,-7老, , ,2008-03-17,-4老,2008-04-01,0老, , ,2008-03-21,0老,2008-04-01,0老, , ,2008-03-21,-6老,2008-04-06,-2老, , ,2008-03-26,-5老,2008-04-14,1老, , ,2008-03-26,-5老,2008-04-14,-1老, , 
加檬,2009,2009-04-25,-1老,2009-10-20,9老, , , , ,2009-05-20,8老, , , , , , ,2009-04-22,3老, , , , , , ,2009-04-10,-2老, , , , , , , , , , ,2009-05-01,16老, , ,2009-03-05,-11老,2009-03-17,-10老, , ,2009-03-17,-4老,2009-03-19,-13老, , ,2009-03-17,-4老,2009-03-19,-13老, , ,2009-03-19,-8老,2009-04-06,-2老, , ,2009-03-25,-6老,2009-04-10,-3老, , ,2009-03-19,-12老,2009-04-09,-6老, , 
加檬,2010,2010-05-17,21老,2010-10-26,15老, , , , ,2010-05-10,-2老, , , , , , ,2010-04-25,6老, , , , , , ,2010-04-25,13老, , , , , , , , , , ,2010-04-22,7老, , ,2010-03-19,3老,2010-04-09,13老, , ,2010-03-23,2老,2010-04-12,11老, , ,2010-03-22,1老,2010-04-12,11老, , ,2010-04-01,5老,2010-04-23,15老, , ,2010-04-15,15老,2010-05-02,19老, , ,2010-04-09,9老,2010-04-29,14老, , 
加檬,2011,2011-05-18,22老,2011-10-29,18老, , , , ,2011-06-19,38老, , , , , , ,2011-04-25,6老, , , , , , ,2011-04-15,3老, , , , , , , , , , ,2011-04-15,0老, , ,2011-03-16,0老,2011-03-21,-6老, , ,2011-03-27,6老,2011-04-03,2老, , ,2011-03-29,8老,2011-04-08,7老, , ,2011-03-29,2老,2011-04-12,4老, , ,2011-04-11,11老,2011-04-14,1老, , ,2011-04-05,5老,2011-04-13,-2老, , 
加檬,2012,2012-04-22,-4老,2012-10-27,16老, , , , ,2012-06-01,20老, , , , , , ,2012-04-12,-7老, , , , , , ,2012-04-16,4老, , , , , , , , , , ,2012-04-11,-4老, , ,2012-03-20,4老,2012-03-28,1老, , ,2012-03-29,8老,2012-04-09,8老, , ,2012-03-29,8老,2012-04-09,8老, , ,2012-04-09,13老,2012-04-16,8老, , ,2012-04-10,10老,2012-04-24,11老, , ,2012-04-05,5老,2012-04-18,3老, , 
加檬,2013,2013-04-29,3老,2013-10-12,1老, , , , ,2013-04-26,-16老, , , , , , ,2013-04-13,-6老, , , , , , ,2013-04-03,-9老, , , , , , , , , , ,包螟 救凳,—, , ,2013-03-12,-4老,2013-03-27,0老, , ,2013-03-18,-3老,2013-03-29,-3老, , ,2013-03-19,-2老,2013-04-03,2老, , ,2013-03-22,-5老,2013-04-12,4老, , ,2013-04-05,5老,2013-04-18,5老, , ,2013-04-01,1老,2013-04-17,2老, , 
加檬,2014,2014-04-16,-10老, , , , , , ,2014-04-14,-28老, , , , , , , , , , , , , , ,2014-04-09,-3老, , , , , , , , , , ,2014-04-09,-6老, , ,2014-03-14,-2老,2014-03-24,-3老, , ,2014-03-21,0老,2014-03-25,-7老, , ,2014-03-21,0老,2014-03-26,-6老, , ,2014-03-24,-3老,2014-04-01,-7老, , ,2014-03-26,-5老,2014-04-02,-11老, , ,2014-03-26,-5老,2014-04-08,-7老, , 
加檬,2015,2015-05-04,8老,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-04-28,9老, , , , , , ,2015-04-23,11老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-03-11,-5老,2015-03-20,-7老, , ,2015-03-23,2老,2015-03-31,-1老, , ,2015-03-18,-3老,2015-03-27,-5老, , ,2015-03-25,-2老,2015-04-03,-5老, , ,2015-04-01,1老,2015-04-16,3老, , ,2015-03-30,-1老,2015-04-18,3老, , 
康岿,2004,2004-05-01,3老,2004-09-16,-8老, , , , ,2004-04-21,-9老, , , , , , ,2004-04-18,-4老, , , , , , ,2004-04-08,-4老, , , , , , , , , , ,2004-04-09,-11老, , ,2004-03-25,-1老,2004-04-03,-7老, , ,2004-03-23,0老,2004-03-30,-4老, , ,2004-03-31,3老,2004-04-09,0老, , ,2004-04-03,-2老,2004-04-10,-4老, , ,2004-04-12,3老,2004-04-16,-3老, , ,2004-03-31,-6老,2004-04-13,-6老, , 
康岿,2005,2005-04-23,-5老,2005-09-26,2老, , , , ,2005-04-19,-11老, , , , , , ,2005-04-18,-4老, , , , , , ,2005-04-03,-9老, , , , , , , , , , ,2005-04-16,-4老, , ,2005-03-26,0老,2005-04-11,1老, , ,2005-03-28,5老,2005-04-08,5老, , ,2005-03-31,3老,2005-04-11,2老, , ,2005-04-08,3老,2005-04-11,-3老, , ,2005-04-18,9老,2005-04-24,5老, , ,2005-04-08,2老,2005-04-20,1老, , 
康岿,2006,2006-04-25,-3老,2006-09-10,-14老, , , , ,2006-04-29,-1老, , , , , , ,2006-04-27,5老, , , , , , ,2006-04-12,0老, , , , , , , , , , ,包螟 救凳,—, , ,2006-03-23,-3老,2006-04-11,1老, , ,2006-03-23,0老,2006-04-03,0老, , ,2006-04-03,6老,2006-04-09,0老, , ,2006-04-07,2老,2006-04-12,-2老, , ,2006-04-21,12老,2006-04-28,9老, , ,2006-04-05,-1老,2006-04-21,2老, , 
康岿,2007,包螟 救凳,—,包螟 救凳,—, , , , ,2007-05-10,10老, , , , , , ,2007-04-21,-1老, , , , , , ,2007-04-13,1老, , , , , , , , , , ,包螟 救凳,—, , ,2007-03-14,-12老,2007-04-06,-4老, , ,2007-03-16,-7老,2007-03-26,-8老, , ,2007-03-18,-10老,2007-04-03,-6老, , ,2007-03-30,-6老,2007-04-12,-2老, , ,2007-03-31,-9老,2007-04-19,0老, , ,2007-03-31,-6老,2007-04-21,2老, , 
康岿,2008,2008-04-30,2老,搬螟,—, , , , ,2008-04-25,-5老, , , , , , ,2008-04-19,-3老, , , , , , ,2008-04-08,-4老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2008-03-18,-8老,2008-04-08,-2老, , ,2008-03-21,-2老,2008-04-01,-2老, , ,2008-03-28,0老,2008-04-03,-6老, , ,2008-04-01,-4老,2008-04-08,-6老, , ,2008-03-29,-11老,2008-04-16,-3老, , ,2008-03-28,-9老,2008-04-19,0老, , 
康岿,2009,2009-04-26,-2老,2009-09-20,-4老, , , , ,2009-05-05,5老, , , , , , ,2009-04-18,-4老, , , , , , ,2009-04-18,6老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2009-03-12,-14老,2009-04-02,-8老, , ,2009-03-12,-11老,2009-03-21,-13老, , ,2009-03-21,-7老,2009-04-02,-7老, , ,2009-04-02,-3老,2009-04-07,-7老, , ,2009-04-02,-7老,2009-04-10,-9老, , ,2009-03-21,-16老,2009-04-10,-9老, , 
康岿,2010,2010-05-02,4老,2010-09-22,-2老, , , , ,2010-05-10,10老, , , , , , ,2010-04-23,1老, , , , , , ,2010-05-01,19老, , , , , , , , , , ,2010-05-05,15老, , ,2010-04-05,10老,2010-04-17,7老, , ,2010-03-19,-4老,2010-04-02,-1老, , ,2010-04-01,4老,2010-04-15,6老, , ,2010-04-10,5老,2010-04-19,5老, , ,2010-04-12,3老,2010-04-21,2老, , ,2010-04-14,8老,2010-04-25,6老, , 
康岿,2011,2011-05-02,4老,2011-09-28,4老, , , , ,2011-05-03,3老, , , , , , ,2011-04-28,6老, , , , , , ,2011-04-12,0老, , , , , , , , , , ,2011-05-15,25老, , ,2011-04-10,15老,2011-04-13,3老, , ,2011-03-29,6老,2011-04-09,6老, , ,2011-04-11,14老,2011-04-14,5老, , ,2011-04-16,11老,2011-04-20,6老, , ,2011-04-17,8老,2011-04-22,3老, , ,2011-04-12,6老,2011-04-21,2老, , 
康岿,2012,2012-04-30,2老,2012-09-21,-3老, , , , ,包螟 救凳,—, , , , , , ,2012-04-27,5老, , , , , , ,2012-04-16,4老, , , , , , , , , , ,包螟 救凳,—, , ,2012-04-09,14老,2012-04-14,4老, , ,2012-03-27,4老,2012-04-09,6老, , ,2012-04-05,8老,2012-04-12,3老, , ,2012-04-18,13老,2012-04-23,9老, , ,2012-04-18,9老,2012-04-23,4老, , ,2012-04-10,4老,2012-04-19,0老, , 
康岿,2013,2013-05-02,4老,2013-09-25,1老, , , , ,2013-04-29,-1老, , , , , , ,2013-04-29,7老, , , , , , ,2013-03-28,-15老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2013-04-05,10老,2013-04-15,5老, , ,2013-03-25,2老,2013-04-01,-2老, , ,2013-04-02,5老,2013-04-10,1老, , ,2013-04-08,3老,2013-04-17,3老, , ,2013-04-08,-1老,2013-04-22,3老, , ,2013-04-09,3老,2013-04-22,3老, , 
康岿,2014,2014-04-04,-24老, , , , , , ,2014-04-09,-21老, , , , , , ,2014-04-09,-13老, , , , , , ,2014-03-27,-16老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2014-03-28,2老,2014-04-01,-9老, , ,2014-03-15,-8老,2014-03-24,-10老, , ,2014-03-28,0老,2014-03-31,-9老, , ,2014-04-03,-2老,2014-04-08,-6老, , ,2014-04-06,-3老,2014-04-10,-9老, , ,2014-04-08,2老,2014-04-17,-2老, , 
康岿,2015, , ,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , , , , , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-03-27,1老,2015-03-31,-10老,2015-04-04, ,2015-03-25,2老,2015-03-28,-6老,2015-04-05, ,2015-03-30,2老,2015-04-04,-5老,2015-04-07, ,2015-04-03,-2老,2015-04-11,-3老,2015-04-17, ,2015-04-07,-2老,2015-04-15,-4老,2015-04-21, ,2015-04-06,0老,2015-04-14,-5老,2015-04-20, 
盔林,2004,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,2004-03-24,-9老, , , , , , , , , , ,包螟 救凳,—, , ,2004-03-26,3老,2004-04-05,-3老,2004-04-08, ,2004-03-25,3老,2004-03-29,-2老,2004-04-05, ,2004-03-25,0老,2004-04-02,-5老,2004-04-08, ,2004-03-26,0老,2004-04-07,-3老, , ,2004-04-07,5老,2004-04-14,-2老, , ,2004-03-26,-7老,2004-04-14,-3老, , 
盔林,2005, , , , , , , , , , , , , , , , , , , , , , , , ,2005-04-08,6老, , , , , , , , , , , , , , ,2005-04-08,16老,2005-04-13,5老,2005-04-18, ,2005-04-05,14老,2005-04-08,8老,2005-04-18, ,2005-04-05,11老,2005-04-11,4老,2005-04-18, ,2005-04-08,13老,2005-04-12,2老,2005-04-18, ,2005-04-08,6老,2005-04-20,4老, , ,2005-04-11,9老,2005-04-20,3老, , 
盔林,2006,2006-05-05,10老, , , , , , , , , , , , , , ,2006-05-07,22老, , , , , , ,2006-04-03,1老, , , , , , , , , , , , , , ,2006-04-05,13老,2006-04-10,2老, , ,2006-04-01,10老,2006-04-05,5老, , ,2006-04-03,9老,2006-04-09,2老, , ,2006-04-05,10老,2006-04-12,2老, , ,2006-04-05,3老,2006-04-21,5老, , ,2006-04-06,4老,2006-04-21,4老, , 
盔林,2007,2007-05-08,13老, , , , , , , , , , , , , , ,2007-05-05,20老, , , , , , ,2007-03-30,-3老, , , , , , , , , , , , , , ,2007-03-20,-3老,2007-03-31,-8老, , ,2007-03-19,-3老,2007-03-27,-4老, , ,2007-03-21,-4老,2007-04-01,-6老, , ,2007-03-25,-1老,2007-04-07,-3老, , ,2007-03-26,-7老,2007-04-14,-2老, , ,2007-03-26,-7老,2007-04-14,-3老, , 
盔林,2008,2008-04-29,4老,包螟 救凳,—, , , , ,包螟 救凳,—, , , , , , ,2008-04-15,0老, , , , , , ,2008-04-08,6老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2008-03-18,-5老,2008-04-06,-2老, , ,2008-03-24,2老,2008-03-28,-3老, , ,2008-03-26,1老,2008-04-06,-1老, , ,2008-03-18,-8老,2008-04-09,-1老, , ,2008-04-02,0老,2008-04-12,-4老, , ,2008-04-06,4老,2008-04-18,1老, , 
盔林,2009,包螟 救凳,—,包螟 救凳,—, , , , ,包螟 救凳,—, , , , , , ,2009-04-16,1老, , , , , , ,2009-03-12,-21老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2009-03-08,-15老,2009-04-05,-3老, , ,2009-03-16,-6老,2009-03-20,-11老, , ,2009-03-18,-7老,2009-04-04,-3老, , ,2009-03-18,-8老,2009-04-05,-5老, , ,2009-03-18,-15老,2009-04-12,-4老, , ,2009-03-18,-15老,2009-04-12,-5老, , 
盔林,2010,包螟 救凳,—,包螟 救凳,—, , , , ,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,2010-04-11,9老, , , , , , , , , , ,2010-05-01,3老, , ,2010-03-12,-11老,2010-04-11,3老, , ,2010-03-14,-8老,2010-03-31,0老, , ,2010-03-13,-12老,2010-04-09,2老, , ,2010-03-13,-13老,2010-04-14,4老, , ,2010-03-18,-15老,2010-04-20,4老, , ,2010-03-15,-18老,2010-04-20,3老, , 
盔林,2011,2011-05-02,7老,包螟 救凳,—, , , , ,2011-05-03, , , , , , , ,2011-04-18,3老, , , , , , ,2011-04-04,2老, , , , , , , , , , ,2011-05-08,10老, , ,2011-03-18,-5老,2011-04-13,5老, , ,2011-03-21,-1老,2011-04-04,4老, , ,2011-03-21,-4老,2011-04-16,9老, , ,2011-04-01,6老,2011-04-15,5老, , ,2011-03-27,-6老,2011-04-20,4老, , ,2011-03-27,-6老,2011-04-20,3老, , 
盔林,2012,包螟 救凳,—,包螟 救凳,—, , , , ,包螟 救凳,—, , , , , , ,2012-04-25,10老, , , , , , ,2012-04-15,13老, , , , , , , , , , ,2012-05-18,20老, , ,2012-03-31,8老,2012-04-14,6老, , ,2012-03-30,8老,2012-04-03,3老, , ,2012-03-31,6老,2012-04-11,4老, , ,2012-03-31,5老,2012-04-16,6老, , ,2012-04-11,9老,2012-04-18,2老, , ,2012-04-03,1老,2012-04-18,1老, , 
盔林,2013,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,2013-04-30,28老, , , , , , , , , , ,2013-05-13,15老, , ,2013-03-18,-5老,2013-04-16,8老, , ,2013-03-18,-4老,2013-04-01,1老, , ,2013-03-19,-6老,2013-04-08,1老, , ,2013-03-29,3老,2013-04-17,7老, , ,2013-03-30,-3老,2013-04-18,2老, , ,2013-04-03,1老,2013-04-18,1老, , 
盔林,2014,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,包螟 救凳,—, , , , , , ,2014-04-12,10老, , , , , , ,包螟 救凳,—, , ,包螟 救凳,—, , ,2014-03-24,1老,2014-03-31,-8老, , ,2014-03-22,0老,2014-03-26,-5老, , ,2014-03-24,-1老,2014-03-31,-7老, , ,2014-03-27,1老,2014-04-01,-9老, , ,2014-03-28,-5老,2014-04-09,-7老, , ,2014-03-31,-2老,2014-04-09,-8老, , 
盔林,2015, , ,包螟 吝瘤,—, , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—, , , , , , , , ,2015-03-26,-7老, , , , , , ,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,包螟 吝瘤,—,2015-03-30,7老,2015-04-03,-5老, , ,2015-03-20,-2老,2015-03-24,-7老, , ,2015-03-30,5老,2015-04-03,-4老, , ,2015-03-31,5老,2015-04-06,-4老, , ,2015-04-01,-1老,2015-04-16,0老, , ,2015-04-01,-1老,2015-04-13,-4老, , 
牢力,2004,2004-05-18,15老,2004-09-28,-6老, , , , , , , , , , , , ,2004-05-02,19老, , , , , , ,2004-04-02,-5老, , , , , , , , , , ,2004-05-23,35老, , ,2004-03-24,-9老,2004-04-12,-1老, , ,2004-03-25,-8老,2004-03-31,-8老, , ,2004-03-27,-7老,2004-04-02,-8老, , ,2004-03-30,-11老,2004-04-04,-13老, , ,2004-04-07,-3老,2004-04-17,-2老, , ,2004-03-28,-11老,2004-04-17,-3老, , 
牢力,2005,2005-05-13,10老, , , , , , ,2005-04-22,0老, , , , , , ,2005-04-20,7老, , , , , , ,2005-04-09,2老, , , , , , , , , , ,2005-04-22,4老, , ,2005-04-05,3老,2005-04-18,5老, , ,2005-04-07,5老,2005-04-11,3老, , ,2005-04-07,4老,2005-04-11,1老, , ,2005-04-10,0老,2005-04-16,-1老, , ,2005-04-12,2老,2005-04-22,3老, , ,2005-04-11,3老,2005-04-22,2老, , 
牢力,2006,2006-05-08,5老,2006-10-03,-1老, , , , ,2006-04-24,2老, , , , , , ,2006-04-09,-4老, , , , , , ,2006-03-23,-15老, , , , , , , , , , ,2006-04-13,-5老, , ,2006-04-01,-1老,2006-04-10,-3老, , ,2006-03-31,-2老,2006-04-08,0老, , ,2006-04-01,-2老,2006-04-06,-4老, , ,2006-04-11,1老,2006-04-21,4老, , ,2006-04-11,1老,2006-04-28,9老, , ,2006-04-11,3老,2006-04-27,7老, , 
牢力,2007, , , , , , , , , , , , , , , , , , , , , , , , ,2007-04-13,6老, , , , , , , , , , , , , , ,2007-04-10,8老,2007-04-17,4老, , ,2007-03-30,-3老,2007-04-09,1老, , ,2007-03-30,-4老,2007-04-10,0老, , ,2007-04-18,8老,2007-04-25,8老, , ,2007-04-18,8老,2007-04-25,6老, , ,2007-04-17,9老,2007-04-25,5老, , 
牢力,2008, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2008-04-15,13老,2008-04-19,6老, , ,2008-04-03,1老,2008-04-06,-2老, , ,2008-04-03,0老,2008-04-07,-3老, , ,2008-04-17,7老,2008-04-19,2老, , ,2008-04-18,8老,2008-04-22,3老, , ,2008-04-17,9老,2008-04-20,0老, , 
枚盔,2004,2004-05-07,15老,2004-10-07,3老, , , , ,2004-05-06,-2老, , , , , , ,2004-04-19,-7老, , , , , , ,2004-03-24,-14老, , , , , , , , , , ,2004-05-10,7老, , , , , , , , ,2004-03-25,-7老,2004-04-05,-4老, , ,2004-03-25,-8老,2004-04-09,-2老, , ,2004-04-05,-2老,2004-04-12,-4老, , ,2004-04-08,-6老,2004-04-15,-7老, , ,2004-04-07,-5老,2004-04-16,-8老, , 
枚盔,2005,2005-04-29,7老,2005-10-06,2老, , , , ,2005-05-12,4老, , , , , , ,2005-04-23,-3老, , , , , , ,2005-04-13,6老, , , , , , , , , , ,2005-05-03,0老, , , , , , , , ,2005-04-04,3老,2005-04-13,4老, , ,2005-04-05,3老,2005-04-15,4老, , ,2005-04-10,3老,2005-04-19,3老, , ,2005-04-17,3老,2005-04-22,0老, , ,2005-04-09,-3老,2005-04-26,2老, , 
枚盔,2006,2006-05-03,11老,2006-10-10,6老, , , , ,2006-05-21,13老, , , , , , ,2006-05-04,8老, , , , , , ,2006-04-03,-4老, , , , , , , , , , ,2006-05-05,2老, , , , , , , , ,2006-04-04,3老,2006-04-10,1老, , ,2006-04-06,4老,2006-04-11,0老, , ,2006-04-11,4老,2006-04-21,5老, , ,2006-04-22,8老,2006-04-28,6老, , ,2006-04-10,-2老,2006-04-19,-5老, , 
枚盔,2007,2007-04-30,8老,2007-09-30,-4老, , , , ,2007-05-14,6老, , , , , , ,2007-04-22,-4老, , , , , , ,2007-04-10,3老, , , , , , , , , , ,2007-05-06,3老, , , , , , , , ,2007-03-30,-2老,2007-04-04,-5老, , ,2007-04-01,-1老,2007-04-09,-2老, , ,2007-04-06,-1老,2007-04-17,1老, , ,2007-04-19,5老,2007-04-24,2老, , ,2007-04-25,13老,2007-05-04,10老, , 
枚盔,2008,2008-04-28,6老,2008-10-12,8老, , , , ,2008-05-13,5老, , , , , , ,2008-04-23,-3老, , , , , , ,2008-03-21,-17老, , , , , , ,2008-05-02, , , ,2008-05-02,-1老, , ,搬螟,—,搬螟,—, , ,2008-03-28,-4老,2008-04-03,-6老, , ,2008-04-04,2老,2008-04-07,-4老, , ,2008-04-07,0老,2008-04-11,-5老, , ,2008-04-15,1老,2008-04-18,-4老, , ,2008-04-15,3老,2008-04-19,-5老, , 
枚盔,2009,2009-04-11,-11老,2009-10-14,10老, , , , ,2009-05-11,3老, , , , , , ,2009-04-28,2老, , , , , , ,2009-03-21,-17老, , , , , , ,2009-04-16, , , ,2009-05-01,-2老, , ,搬螟,—,搬螟,—, , ,2009-03-30,-2老,2009-04-08,-1老, , ,2009-04-02,0老,2009-04-07,-4老, , ,2009-03-29,-9老,2009-04-11,-5老, , ,2009-04-10,-4老,2009-04-16,-6老, , ,2009-04-13,1老,2009-04-19,-5老, , 
枚盔,2010,2010-04-20,-2老,2010-10-06,2老, , , , ,2010-05-16,8老, , , , , , ,2010-05-02,6老, , , , , , ,2010-04-13,6老, , , , , , ,2010-05-07, , , ,2010-05-21,18老, , ,搬螟,—,搬螟,—, , ,2010-04-07,6老,2010-04-15,6老, , ,2010-04-05,3老,2010-04-18,7老, , ,2010-04-12,5老,2010-04-25,9老, , ,2010-04-27,13老,2010-05-07,15老, , ,2010-04-25,13老,2010-05-05,11老, , 
